"P1","P2","P3","P4","P5","Gold","Silver","Bronze","TotalScore","MedalCount","VT","FX","HB","PB","PH","SR"
"karnes_joshua_andrew","wiskus_shane","loos_riley","nedoroscik_stephen","whittenburg_donnell",0,0,0,25,0,"whittenburg_donnell, karnes_joshua_andrew, loos_riley, nedoroscik_stephen","karnes_joshua_andrew, loos_riley, wiskus_shane, whittenburg_donnell","loos_riley, wiskus_shane, karnes_joshua_andrew, nedoroscik_stephen","nedoroscik_stephen, loos_riley, whittenburg_donnell, wiskus_shane","nedoroscik_stephen, loos_riley, whittenburg_donnell, wiskus_shane","nedoroscik_stephen, karnes_joshua_andrew, whittenburg_donnell, wiskus_shane"
"karnes_joshua_andrew","richard_frederick","loos_riley","malone_brody","phillips_curran",0,0,0,25,0,"loos_riley, phillips_curran, richard_frederick, karnes_joshua_andrew","richard_frederick, malone_brody, loos_riley, karnes_joshua_andrew","richard_frederick, karnes_joshua_andrew, loos_riley, malone_brody","richard_frederick, loos_riley, phillips_curran, malone_brody","karnes_joshua_andrew, phillips_curran, malone_brody, loos_riley","karnes_joshua_andrew, loos_riley, phillips_curran, malone_brody"
"moldauer_yul","wiskus_shane","richard_frederick","loos_riley","skirkey_ian",0,0,1,25,0,"loos_riley, wiskus_shane, skirkey_ian, richard_frederick","richard_frederick, loos_riley, moldauer_yul, wiskus_shane","richard_frederick, moldauer_yul, skirkey_ian, loos_riley","wiskus_shane, loos_riley, skirkey_ian, moldauer_yul","loos_riley, wiskus_shane, richard_frederick, moldauer_yul","skirkey_ian, wiskus_shane, loos_riley, richard_frederick"
"moldauer_yul","wiskus_shane","phillips_curran","nedoroscik_stephen","skirkey_ian",0,0,1,25,0,"phillips_curran, nedoroscik_stephen, wiskus_shane, moldauer_yul","moldauer_yul, phillips_curran, wiskus_shane, nedoroscik_stephen","nedoroscik_stephen, wiskus_shane, skirkey_ian, moldauer_yul","moldauer_yul, wiskus_shane, skirkey_ian, phillips_curran","phillips_curran, moldauer_yul, nedoroscik_stephen, skirkey_ian","nedoroscik_stephen, wiskus_shane, phillips_curran, skirkey_ian"
"moldauer_yul","richard_frederick","malone_brody","phillips_curran","skirkey_ian",0,0,0,25,0,"malone_brody, skirkey_ian, richard_frederick, phillips_curran","malone_brody, richard_frederick, skirkey_ian, moldauer_yul","phillips_curran, richard_frederick, skirkey_ian, moldauer_yul","richard_frederick, phillips_curran, malone_brody, moldauer_yul","phillips_curran, skirkey_ian, moldauer_yul, richard_frederick","moldauer_yul, skirkey_ian, malone_brody, richard_frederick"
"blixt_landen_paul","walker_colt","christopulos_taylor_troy","phillips_curran","skirkey_ian",0,0,0,24,0,"phillips_curran, christopulos_taylor_troy, walker_colt, skirkey_ian","blixt_landen_paul, walker_colt, christopulos_taylor_troy, skirkey_ian","skirkey_ian, blixt_landen_paul, walker_colt, christopulos_taylor_troy","walker_colt, blixt_landen_paul, phillips_curran, christopulos_taylor_troy","phillips_curran, christopulos_taylor_troy, blixt_landen_paul, walker_colt","phillips_curran, walker_colt, blixt_landen_paul, skirkey_ian"
"blixt_landen_paul","walker_colt","moldauer_yul","skirkey_ian","whittenburg_donnell",0,0,0,24,0,"moldauer_yul, blixt_landen_paul, skirkey_ian, walker_colt","blixt_landen_paul, whittenburg_donnell, moldauer_yul, walker_colt","blixt_landen_paul, moldauer_yul, whittenburg_donnell, skirkey_ian","moldauer_yul, skirkey_ian, walker_colt, blixt_landen_paul","skirkey_ian, moldauer_yul, walker_colt, whittenburg_donnell","whittenburg_donnell, blixt_landen_paul, moldauer_yul, walker_colt"
"blixt_landen_paul","walker_colt","nedoroscik_stephen","skirkey_ian","whittenburg_donnell",0,0,1,24,0,"whittenburg_donnell, nedoroscik_stephen, skirkey_ian, blixt_landen_paul","blixt_landen_paul, walker_colt, nedoroscik_stephen, whittenburg_donnell","nedoroscik_stephen, blixt_landen_paul, walker_colt, skirkey_ian","nedoroscik_stephen, whittenburg_donnell, walker_colt, blixt_landen_paul","nedoroscik_stephen, blixt_landen_paul, whittenburg_donnell, walker_colt","blixt_landen_paul, whittenburg_donnell, nedoroscik_stephen, walker_colt"
"blixt_landen_paul","christopulos_taylor_troy","richard_frederick","nedoroscik_stephen","whittenburg_donnell",0,0,0,24,0,"nedoroscik_stephen, blixt_landen_paul, whittenburg_donnell, richard_frederick","christopulos_taylor_troy, nedoroscik_stephen, whittenburg_donnell, blixt_landen_paul","richard_frederick, christopulos_taylor_troy, whittenburg_donnell, blixt_landen_paul","blixt_landen_paul, nedoroscik_stephen, christopulos_taylor_troy, richard_frederick","richard_frederick, blixt_landen_paul, christopulos_taylor_troy, nedoroscik_stephen","christopulos_taylor_troy, richard_frederick, nedoroscik_stephen, blixt_landen_paul"
"blixt_landen_paul","christopulos_taylor_troy","malone_brody","phillips_curran","skirkey_ian",0,0,1,24,0,"blixt_landen_paul, phillips_curran, christopulos_taylor_troy, skirkey_ian","blixt_landen_paul, skirkey_ian, christopulos_taylor_troy, malone_brody","malone_brody, phillips_curran, blixt_landen_paul, skirkey_ian","christopulos_taylor_troy, blixt_landen_paul, phillips_curran, skirkey_ian","phillips_curran, skirkey_ian, blixt_landen_paul, christopulos_taylor_troy","phillips_curran, skirkey_ian, malone_brody, christopulos_taylor_troy"
"blixt_landen_paul","christopulos_taylor_troy","malone_brody","phillips_curran","whittenburg_donnell",0,0,0,24,0,"whittenburg_donnell, blixt_landen_paul, christopulos_taylor_troy, malone_brody","christopulos_taylor_troy, malone_brody, phillips_curran, blixt_landen_paul","malone_brody, whittenburg_donnell, blixt_landen_paul, phillips_curran","phillips_curran, christopulos_taylor_troy, malone_brody, blixt_landen_paul","phillips_curran, whittenburg_donnell, blixt_landen_paul, malone_brody","phillips_curran, malone_brody, whittenburg_donnell, christopulos_taylor_troy"
"blixt_landen_paul","karnes_joshua_andrew","hong_asher","moldauer_yul","skirkey_ian",0,0,0,24,0,"hong_asher, moldauer_yul, blixt_landen_paul, karnes_joshua_andrew","karnes_joshua_andrew, moldauer_yul, blixt_landen_paul, hong_asher","hong_asher, blixt_landen_paul, karnes_joshua_andrew, moldauer_yul","karnes_joshua_andrew, moldauer_yul, skirkey_ian, blixt_landen_paul","karnes_joshua_andrew, moldauer_yul, hong_asher, blixt_landen_paul","moldauer_yul, skirkey_ian, hong_asher, karnes_joshua_andrew"
"blixt_landen_paul","hong_asher","moldauer_yul","nedoroscik_stephen","whittenburg_donnell",0,0,0,24,0,"nedoroscik_stephen, hong_asher, blixt_landen_paul, whittenburg_donnell","nedoroscik_stephen, whittenburg_donnell, blixt_landen_paul, hong_asher","moldauer_yul, whittenburg_donnell, hong_asher, blixt_landen_paul","hong_asher, whittenburg_donnell, moldauer_yul, blixt_landen_paul","blixt_landen_paul, moldauer_yul, whittenburg_donnell, hong_asher","nedoroscik_stephen, blixt_landen_paul, hong_asher, moldauer_yul"
"blixt_landen_paul","hong_asher","wiskus_shane","loos_riley","nedoroscik_stephen",0,0,1,24,0,"wiskus_shane, nedoroscik_stephen, loos_riley, hong_asher","blixt_landen_paul, hong_asher, nedoroscik_stephen, loos_riley","wiskus_shane, hong_asher, blixt_landen_paul, nedoroscik_stephen","nedoroscik_stephen, blixt_landen_paul, wiskus_shane, hong_asher","blixt_landen_paul, loos_riley, nedoroscik_stephen, hong_asher","blixt_landen_paul, hong_asher, nedoroscik_stephen, loos_riley"
"walker_colt","karnes_joshua_andrew","hong_asher","richard_frederick","skirkey_ian",0,0,1,24,0,"skirkey_ian, hong_asher, richard_frederick, walker_colt","walker_colt, skirkey_ian, karnes_joshua_andrew, richard_frederick","skirkey_ian, hong_asher, richard_frederick, walker_colt","hong_asher, karnes_joshua_andrew, skirkey_ian, walker_colt","hong_asher, skirkey_ian, walker_colt, karnes_joshua_andrew","hong_asher, skirkey_ian, walker_colt, richard_frederick"
"walker_colt","karnes_joshua_andrew","moldauer_yul","loos_riley","phillips_curran",0,0,0,24,0,"karnes_joshua_andrew, loos_riley, walker_colt, moldauer_yul","walker_colt, loos_riley, karnes_joshua_andrew, moldauer_yul","walker_colt, loos_riley, phillips_curran, moldauer_yul","phillips_curran, loos_riley, moldauer_yul, walker_colt","moldauer_yul, phillips_curran, loos_riley, walker_colt","phillips_curran, loos_riley, karnes_joshua_andrew, walker_colt"
"walker_colt","karnes_joshua_andrew","richard_frederick","malone_brody","whittenburg_donnell",0,0,1,24,0,"karnes_joshua_andrew, whittenburg_donnell, walker_colt, malone_brody","karnes_joshua_andrew, malone_brody, whittenburg_donnell, walker_colt","karnes_joshua_andrew, richard_frederick, walker_colt, whittenburg_donnell","malone_brody, walker_colt, karnes_joshua_andrew, whittenburg_donnell","whittenburg_donnell, walker_colt, karnes_joshua_andrew, richard_frederick","richard_frederick, karnes_joshua_andrew, malone_brody, whittenburg_donnell"
"walker_colt","hong_asher","wiskus_shane","nedoroscik_stephen","whittenburg_donnell",0,0,0,24,0,"walker_colt, nedoroscik_stephen, whittenburg_donnell, hong_asher","hong_asher, wiskus_shane, whittenburg_donnell, walker_colt","wiskus_shane, whittenburg_donnell, walker_colt, nedoroscik_stephen","whittenburg_donnell, wiskus_shane, walker_colt, hong_asher","hong_asher, wiskus_shane, walker_colt, whittenburg_donnell","walker_colt, wiskus_shane, nedoroscik_stephen, whittenburg_donnell"
"walker_colt","hong_asher","wiskus_shane","skirkey_ian","whittenburg_donnell",0,0,0,24,0,"whittenburg_donnell, wiskus_shane, hong_asher, walker_colt","walker_colt, wiskus_shane, hong_asher, whittenburg_donnell","walker_colt, hong_asher, whittenburg_donnell, skirkey_ian","wiskus_shane, walker_colt, hong_asher, skirkey_ian","hong_asher, skirkey_ian, walker_colt, whittenburg_donnell","whittenburg_donnell, walker_colt, hong_asher, wiskus_shane"
"walker_colt","moldauer_yul","richard_frederick","phillips_curran","whittenburg_donnell",0,0,1,24,0,"richard_frederick, whittenburg_donnell, moldauer_yul, phillips_curran","moldauer_yul, whittenburg_donnell, phillips_curran, walker_colt","whittenburg_donnell, moldauer_yul, richard_frederick, phillips_curran","moldauer_yul, whittenburg_donnell, richard_frederick, phillips_curran","whittenburg_donnell, richard_frederick, walker_colt, phillips_curran","walker_colt, richard_frederick, whittenburg_donnell, phillips_curran"
"walker_colt","wiskus_shane","phillips_curran","skirkey_ian","whittenburg_donnell",0,0,1,24,0,"skirkey_ian, phillips_curran, whittenburg_donnell, walker_colt","skirkey_ian, whittenburg_donnell, walker_colt, wiskus_shane","walker_colt, whittenburg_donnell, phillips_curran, skirkey_ian","whittenburg_donnell, wiskus_shane, phillips_curran, walker_colt","whittenburg_donnell, wiskus_shane, walker_colt, phillips_curran","skirkey_ian, walker_colt, wiskus_shane, phillips_curran"
"walker_colt","richard_frederick","loos_riley","phillips_curran","skirkey_ian",0,0,0,24,0,"richard_frederick, skirkey_ian, phillips_curran, loos_riley","phillips_curran, walker_colt, richard_frederick, skirkey_ian","richard_frederick, skirkey_ian, phillips_curran, walker_colt","walker_colt, loos_riley, skirkey_ian, richard_frederick","walker_colt, phillips_curran, skirkey_ian, loos_riley","loos_riley, richard_frederick, walker_colt, phillips_curran"
"walker_colt","richard_frederick","loos_riley","skirkey_ian","whittenburg_donnell",0,0,0,24,0,"loos_riley, whittenburg_donnell, richard_frederick, skirkey_ian","richard_frederick, skirkey_ian, whittenburg_donnell, loos_riley","whittenburg_donnell, loos_riley, walker_colt, richard_frederick","skirkey_ian, whittenburg_donnell, walker_colt, richard_frederick","whittenburg_donnell, richard_frederick, loos_riley, walker_colt","whittenburg_donnell, loos_riley, walker_colt, richard_frederick"
"christopulos_taylor_troy","karnes_joshua_andrew","hong_asher","wiskus_shane","whittenburg_donnell",0,0,1,24,0,"wiskus_shane, karnes_joshua_andrew, hong_asher, whittenburg_donnell","christopulos_taylor_troy, whittenburg_donnell, hong_asher, wiskus_shane","whittenburg_donnell, hong_asher, karnes_joshua_andrew, wiskus_shane","whittenburg_donnell, christopulos_taylor_troy, karnes_joshua_andrew, wiskus_shane","wiskus_shane, whittenburg_donnell, karnes_joshua_andrew, hong_asher","christopulos_taylor_troy, karnes_joshua_andrew, hong_asher, wiskus_shane"
"christopulos_taylor_troy","karnes_joshua_andrew","wiskus_shane","loos_riley","malone_brody",0,0,0,24,0,"christopulos_taylor_troy, loos_riley, wiskus_shane, karnes_joshua_andrew","christopulos_taylor_troy, loos_riley, wiskus_shane, karnes_joshua_andrew","karnes_joshua_andrew, loos_riley, malone_brody, wiskus_shane","wiskus_shane, malone_brody, loos_riley, karnes_joshua_andrew","loos_riley, christopulos_taylor_troy, malone_brody, karnes_joshua_andrew","loos_riley, wiskus_shane, karnes_joshua_andrew, malone_brody"
"christopulos_taylor_troy","karnes_joshua_andrew","loos_riley","nedoroscik_stephen","whittenburg_donnell",0,0,1,24,0,"nedoroscik_stephen, loos_riley, karnes_joshua_andrew, whittenburg_donnell","nedoroscik_stephen, loos_riley, karnes_joshua_andrew, christopulos_taylor_troy","loos_riley, whittenburg_donnell, karnes_joshua_andrew, nedoroscik_stephen","loos_riley, nedoroscik_stephen, whittenburg_donnell, karnes_joshua_andrew","christopulos_taylor_troy, nedoroscik_stephen, whittenburg_donnell, karnes_joshua_andrew","karnes_joshua_andrew, christopulos_taylor_troy, whittenburg_donnell, nedoroscik_stephen"
"christopulos_taylor_troy","karnes_joshua_andrew","malone_brody","phillips_curran","skirkey_ian",0,0,0,24,0,"phillips_curran, skirkey_ian, karnes_joshua_andrew, malone_brody","malone_brody, phillips_curran, christopulos_taylor_troy, karnes_joshua_andrew","malone_brody, skirkey_ian, karnes_joshua_andrew, christopulos_taylor_troy","phillips_curran, skirkey_ian, christopulos_taylor_troy, malone_brody","malone_brody, phillips_curran, skirkey_ian, karnes_joshua_andrew","christopulos_taylor_troy, skirkey_ian, malone_brody, phillips_curran"
"christopulos_taylor_troy","karnes_joshua_andrew","phillips_curran","nedoroscik_stephen","whittenburg_donnell",0,0,1,24,0,"nedoroscik_stephen, karnes_joshua_andrew, whittenburg_donnell, christopulos_taylor_troy","christopulos_taylor_troy, whittenburg_donnell, karnes_joshua_andrew, phillips_curran","nedoroscik_stephen, phillips_curran, christopulos_taylor_troy, whittenburg_donnell","whittenburg_donnell, nedoroscik_stephen, phillips_curran, christopulos_taylor_troy","nedoroscik_stephen, whittenburg_donnell, christopulos_taylor_troy, karnes_joshua_andrew","nedoroscik_stephen, phillips_curran, whittenburg_donnell, christopulos_taylor_troy"
"christopulos_taylor_troy","hong_asher","moldauer_yul","malone_brody","skirkey_ian",0,0,0,24,0,"christopulos_taylor_troy, malone_brody, moldauer_yul, skirkey_ian","skirkey_ian, christopulos_taylor_troy, moldauer_yul, hong_asher","hong_asher, christopulos_taylor_troy, malone_brody, moldauer_yul","skirkey_ian, malone_brody, hong_asher, christopulos_taylor_troy","skirkey_ian, hong_asher, christopulos_taylor_troy, moldauer_yul","christopulos_taylor_troy, hong_asher, skirkey_ian, malone_brody"
"christopulos_taylor_troy","hong_asher","moldauer_yul","nedoroscik_stephen","whittenburg_donnell",0,0,0,24,0,"nedoroscik_stephen, hong_asher, whittenburg_donnell, moldauer_yul","moldauer_yul, nedoroscik_stephen, whittenburg_donnell, hong_asher","nedoroscik_stephen, christopulos_taylor_troy, hong_asher, whittenburg_donnell","moldauer_yul, whittenburg_donnell, hong_asher, christopulos_taylor_troy","moldauer_yul, whittenburg_donnell, christopulos_taylor_troy, nedoroscik_stephen","whittenburg_donnell, nedoroscik_stephen, moldauer_yul, christopulos_taylor_troy"
"christopulos_taylor_troy","wiskus_shane","loos_riley","nedoroscik_stephen","skirkey_ian",0,0,0,24,0,"skirkey_ian, nedoroscik_stephen, loos_riley, christopulos_taylor_troy","skirkey_ian, wiskus_shane, nedoroscik_stephen, loos_riley","skirkey_ian, wiskus_shane, loos_riley, christopulos_taylor_troy","skirkey_ian, loos_riley, christopulos_taylor_troy, nedoroscik_stephen","christopulos_taylor_troy, loos_riley, skirkey_ian, nedoroscik_stephen","wiskus_shane, skirkey_ian, christopulos_taylor_troy, nedoroscik_stephen"
"karnes_joshua_andrew","hong_asher","moldauer_yul","loos_riley","phillips_curran",0,0,0,24,0,"moldauer_yul, hong_asher, loos_riley, karnes_joshua_andrew","karnes_joshua_andrew, phillips_curran, moldauer_yul, hong_asher","phillips_curran, moldauer_yul, karnes_joshua_andrew, loos_riley","phillips_curran, moldauer_yul, loos_riley, karnes_joshua_andrew","phillips_curran, loos_riley, moldauer_yul, hong_asher","moldauer_yul, phillips_curran, hong_asher, karnes_joshua_andrew"
"karnes_joshua_andrew","hong_asher","loos_riley","phillips_curran","skirkey_ian",0,0,0,24,0,"phillips_curran, hong_asher, karnes_joshua_andrew, loos_riley","loos_riley, karnes_joshua_andrew, hong_asher, skirkey_ian","skirkey_ian, loos_riley, karnes_joshua_andrew, hong_asher","karnes_joshua_andrew, phillips_curran, hong_asher, loos_riley","loos_riley, skirkey_ian, karnes_joshua_andrew, phillips_curran","karnes_joshua_andrew, skirkey_ian, loos_riley, phillips_curran"
"karnes_joshua_andrew","moldauer_yul","loos_riley","malone_brody","whittenburg_donnell",0,0,0,24,0,"malone_brody, moldauer_yul, loos_riley, whittenburg_donnell","malone_brody, moldauer_yul, whittenburg_donnell, karnes_joshua_andrew","karnes_joshua_andrew, loos_riley, malone_brody, moldauer_yul","karnes_joshua_andrew, moldauer_yul, whittenburg_donnell, loos_riley","karnes_joshua_andrew, malone_brody, loos_riley, whittenburg_donnell","karnes_joshua_andrew, loos_riley, malone_brody, moldauer_yul"
"karnes_joshua_andrew","richard_frederick","loos_riley","phillips_curran","whittenburg_donnell",0,0,1,24,0,"whittenburg_donnell, karnes_joshua_andrew, richard_frederick, phillips_curran","whittenburg_donnell, richard_frederick, karnes_joshua_andrew, phillips_curran","karnes_joshua_andrew, phillips_curran, richard_frederick, loos_riley","richard_frederick, whittenburg_donnell, loos_riley, phillips_curran","whittenburg_donnell, loos_riley, karnes_joshua_andrew, richard_frederick","phillips_curran, karnes_joshua_andrew, whittenburg_donnell, loos_riley"
"karnes_joshua_andrew","loos_riley","malone_brody","phillips_curran","nedoroscik_stephen",0,0,0,24,0,"loos_riley, malone_brody, phillips_curran, nedoroscik_stephen","malone_brody, nedoroscik_stephen, loos_riley, phillips_curran","phillips_curran, malone_brody, karnes_joshua_andrew, nedoroscik_stephen","phillips_curran, malone_brody, nedoroscik_stephen, karnes_joshua_andrew","phillips_curran, loos_riley, malone_brody, nedoroscik_stephen","nedoroscik_stephen, malone_brody, karnes_joshua_andrew, phillips_curran"
"hong_asher","moldauer_yul","wiskus_shane","richard_frederick","loos_riley",0,0,0,24,0,"wiskus_shane, moldauer_yul, richard_frederick, hong_asher","hong_asher, moldauer_yul, richard_frederick, wiskus_shane","moldauer_yul, loos_riley, hong_asher, wiskus_shane","moldauer_yul, loos_riley, wiskus_shane, richard_frederick","moldauer_yul, hong_asher, richard_frederick, wiskus_shane","hong_asher, richard_frederick, wiskus_shane, loos_riley"
"blixt_landen_paul","walker_colt","christopulos_taylor_troy","karnes_joshua_andrew","malone_brody",0,0,1,23,0,"malone_brody, christopulos_taylor_troy, karnes_joshua_andrew, walker_colt","malone_brody, karnes_joshua_andrew, walker_colt, blixt_landen_paul","malone_brody, karnes_joshua_andrew, christopulos_taylor_troy, walker_colt","malone_brody, walker_colt, christopulos_taylor_troy, karnes_joshua_andrew","blixt_landen_paul, malone_brody, walker_colt, karnes_joshua_andrew","walker_colt, blixt_landen_paul, malone_brody, karnes_joshua_andrew"
"blixt_landen_paul","walker_colt","karnes_joshua_andrew","wiskus_shane","skirkey_ian",0,0,1,23,0,"walker_colt, blixt_landen_paul, karnes_joshua_andrew, wiskus_shane","skirkey_ian, wiskus_shane, walker_colt, blixt_landen_paul","walker_colt, wiskus_shane, blixt_landen_paul, karnes_joshua_andrew","wiskus_shane, karnes_joshua_andrew, blixt_landen_paul, walker_colt","walker_colt, blixt_landen_paul, skirkey_ian, wiskus_shane","wiskus_shane, walker_colt, skirkey_ian, karnes_joshua_andrew"
"blixt_landen_paul","walker_colt","wiskus_shane","phillips_curran","nedoroscik_stephen",0,0,0,23,0,"blixt_landen_paul, walker_colt, nedoroscik_stephen, wiskus_shane","blixt_landen_paul, nedoroscik_stephen, walker_colt, phillips_curran","blixt_landen_paul, phillips_curran, walker_colt, nedoroscik_stephen","phillips_curran, blixt_landen_paul, walker_colt, nedoroscik_stephen","walker_colt, wiskus_shane, blixt_landen_paul, phillips_curran","wiskus_shane, nedoroscik_stephen, phillips_curran, blixt_landen_paul"
"blixt_landen_paul","christopulos_taylor_troy","karnes_joshua_andrew","moldauer_yul","skirkey_ian",0,0,1,23,0,"karnes_joshua_andrew, skirkey_ian, moldauer_yul, blixt_landen_paul","christopulos_taylor_troy, skirkey_ian, moldauer_yul, blixt_landen_paul","karnes_joshua_andrew, christopulos_taylor_troy, blixt_landen_paul, skirkey_ian","skirkey_ian, moldauer_yul, karnes_joshua_andrew, blixt_landen_paul","karnes_joshua_andrew, blixt_landen_paul, moldauer_yul, skirkey_ian","karnes_joshua_andrew, blixt_landen_paul, moldauer_yul, christopulos_taylor_troy"
"blixt_landen_paul","christopulos_taylor_troy","karnes_joshua_andrew","wiskus_shane","skirkey_ian",0,0,1,23,0,"blixt_landen_paul, wiskus_shane, karnes_joshua_andrew, christopulos_taylor_troy","christopulos_taylor_troy, wiskus_shane, skirkey_ian, karnes_joshua_andrew","christopulos_taylor_troy, wiskus_shane, karnes_joshua_andrew, skirkey_ian","christopulos_taylor_troy, skirkey_ian, blixt_landen_paul, karnes_joshua_andrew","christopulos_taylor_troy, skirkey_ian, blixt_landen_paul, wiskus_shane","skirkey_ian, blixt_landen_paul, wiskus_shane, karnes_joshua_andrew"
"blixt_landen_paul","christopulos_taylor_troy","karnes_joshua_andrew","nedoroscik_stephen","whittenburg_donnell",0,0,0,23,0,"karnes_joshua_andrew, whittenburg_donnell, blixt_landen_paul, christopulos_taylor_troy","karnes_joshua_andrew, christopulos_taylor_troy, nedoroscik_stephen, whittenburg_donnell","karnes_joshua_andrew, blixt_landen_paul, whittenburg_donnell, christopulos_taylor_troy","whittenburg_donnell, christopulos_taylor_troy, nedoroscik_stephen, karnes_joshua_andrew","whittenburg_donnell, christopulos_taylor_troy, blixt_landen_paul, nedoroscik_stephen","karnes_joshua_andrew, whittenburg_donnell, blixt_landen_paul, nedoroscik_stephen"
"blixt_landen_paul","christopulos_taylor_troy","hong_asher","moldauer_yul","skirkey_ian",0,0,0,23,0,"blixt_landen_paul, hong_asher, christopulos_taylor_troy, moldauer_yul","christopulos_taylor_troy, skirkey_ian, hong_asher, moldauer_yul","christopulos_taylor_troy, skirkey_ian, moldauer_yul, blixt_landen_paul","blixt_landen_paul, hong_asher, christopulos_taylor_troy, moldauer_yul","moldauer_yul, christopulos_taylor_troy, hong_asher, skirkey_ian","hong_asher, skirkey_ian, christopulos_taylor_troy, blixt_landen_paul"
"blixt_landen_paul","christopulos_taylor_troy","wiskus_shane","skirkey_ian","whittenburg_donnell",0,0,1,23,0,"blixt_landen_paul, christopulos_taylor_troy, skirkey_ian, whittenburg_donnell","whittenburg_donnell, blixt_landen_paul, christopulos_taylor_troy, skirkey_ian","skirkey_ian, wiskus_shane, christopulos_taylor_troy, blixt_landen_paul","wiskus_shane, whittenburg_donnell, skirkey_ian, christopulos_taylor_troy","whittenburg_donnell, blixt_landen_paul, christopulos_taylor_troy, skirkey_ian","christopulos_taylor_troy, skirkey_ian, blixt_landen_paul, whittenburg_donnell"
"blixt_landen_paul","karnes_joshua_andrew","wiskus_shane","phillips_curran","skirkey_ian",0,0,0,23,0,"phillips_curran, skirkey_ian, karnes_joshua_andrew, wiskus_shane","wiskus_shane, blixt_landen_paul, phillips_curran, skirkey_ian","skirkey_ian, phillips_curran, wiskus_shane, karnes_joshua_andrew","skirkey_ian, phillips_curran, karnes_joshua_andrew, blixt_landen_paul","karnes_joshua_andrew, phillips_curran, blixt_landen_paul, wiskus_shane","blixt_landen_paul, skirkey_ian, phillips_curran, karnes_joshua_andrew"
"blixt_landen_paul","hong_asher","loos_riley","phillips_curran","skirkey_ian",0,0,1,23,0,"skirkey_ian, loos_riley, hong_asher, phillips_curran","hong_asher, phillips_curran, blixt_landen_paul, skirkey_ian","phillips_curran, blixt_landen_paul, skirkey_ian, loos_riley","hong_asher, blixt_landen_paul, loos_riley, skirkey_ian","blixt_landen_paul, hong_asher, skirkey_ian, phillips_curran","loos_riley, blixt_landen_paul, hong_asher, phillips_curran"
"blixt_landen_paul","hong_asher","phillips_curran","skirkey_ian","whittenburg_donnell",0,0,0,23,0,"phillips_curran, whittenburg_donnell, blixt_landen_paul, hong_asher","whittenburg_donnell, skirkey_ian, blixt_landen_paul, hong_asher","whittenburg_donnell, blixt_landen_paul, phillips_curran, hong_asher","phillips_curran, blixt_landen_paul, hong_asher, whittenburg_donnell","hong_asher, whittenburg_donnell, skirkey_ian, blixt_landen_paul","whittenburg_donnell, phillips_curran, hong_asher, blixt_landen_paul"
"blixt_landen_paul","moldauer_yul","wiskus_shane","richard_frederick","phillips_curran",0,0,0,23,0,"blixt_landen_paul, wiskus_shane, phillips_curran, moldauer_yul","wiskus_shane, blixt_landen_paul, moldauer_yul, richard_frederick","phillips_curran, wiskus_shane, moldauer_yul, blixt_landen_paul","blixt_landen_paul, wiskus_shane, richard_frederick, moldauer_yul","phillips_curran, blixt_landen_paul, wiskus_shane, moldauer_yul","phillips_curran, richard_frederick, wiskus_shane, blixt_landen_paul"
"blixt_landen_paul","moldauer_yul","loos_riley","phillips_curran","whittenburg_donnell",0,0,1,23,0,"whittenburg_donnell, phillips_curran, blixt_landen_paul, loos_riley","blixt_landen_paul, moldauer_yul, whittenburg_donnell, loos_riley","moldauer_yul, whittenburg_donnell, phillips_curran, blixt_landen_paul","whittenburg_donnell, phillips_curran, loos_riley, moldauer_yul","phillips_curran, loos_riley, whittenburg_donnell, blixt_landen_paul","loos_riley, blixt_landen_paul, phillips_curran, moldauer_yul"
"blixt_landen_paul","wiskus_shane","richard_frederick","loos_riley","phillips_curran",0,0,0,23,0,"blixt_landen_paul, phillips_curran, wiskus_shane, loos_riley","phillips_curran, wiskus_shane, blixt_landen_paul, loos_riley","loos_riley, blixt_landen_paul, wiskus_shane, richard_frederick","wiskus_shane, loos_riley, richard_frederick, phillips_curran","phillips_curran, loos_riley, wiskus_shane, richard_frederick","loos_riley, blixt_landen_paul, phillips_curran, wiskus_shane"
"walker_colt","karnes_joshua_andrew","moldauer_yul","wiskus_shane","malone_brody",0,0,0,23,0,"karnes_joshua_andrew, malone_brody, wiskus_shane, moldauer_yul","karnes_joshua_andrew, walker_colt, malone_brody, moldauer_yul","moldauer_yul, karnes_joshua_andrew, wiskus_shane, walker_colt","malone_brody, wiskus_shane, karnes_joshua_andrew, walker_colt","malone_brody, wiskus_shane, karnes_joshua_andrew, walker_colt","moldauer_yul, wiskus_shane, malone_brody, karnes_joshua_andrew"
"walker_colt","karnes_joshua_andrew","malone_brody","phillips_curran","skirkey_ian",0,0,1,23,0,"phillips_curran, skirkey_ian, walker_colt, karnes_joshua_andrew","phillips_curran, walker_colt, karnes_joshua_andrew, malone_brody","skirkey_ian, phillips_curran, karnes_joshua_andrew, walker_colt","malone_brody, skirkey_ian, karnes_joshua_andrew, phillips_curran","malone_brody, karnes_joshua_andrew, phillips_curran, walker_colt","karnes_joshua_andrew, malone_brody, skirkey_ian, walker_colt"
