"P1","P2","P3","P4","P5","Gold","Silver","Bronze","TotalScore","MedalCount","VT","BB","UB","FX"
"biles_simone","skinner_mykayla","chiles_jordan","miller_zoe","jones_shilese",1,1,0,145,2,"chiles_jordan, miller_zoe, skinner_mykayla, biles_simone","miller_zoe, biles_simone, skinner_mykayla, chiles_jordan","chiles_jordan, jones_shilese, skinner_mykayla, miller_zoe","skinner_mykayla, jones_shilese, biles_simone, chiles_jordan"
"biles_simone","skinner_mykayla","jones_shilese","carey_jade","roberson_joscelyn",0,2,1,145,2,"roberson_joscelyn, jones_shilese, skinner_mykayla, carey_jade","biles_simone, carey_jade, roberson_joscelyn, jones_shilese","jones_shilese, carey_jade, biles_simone, skinner_mykayla","roberson_joscelyn, carey_jade, skinner_mykayla, biles_simone"
"skinner_mykayla","lee_sunisa","chiles_jordan","miller_zoe","jones_shilese",0,2,2,144,2,"chiles_jordan, jones_shilese, lee_sunisa, skinner_mykayla","jones_shilese, skinner_mykayla, chiles_jordan, miller_zoe","skinner_mykayla, chiles_jordan, miller_zoe, jones_shilese","skinner_mykayla, chiles_jordan, lee_sunisa, miller_zoe"
"mc_callum","lee_sunisa","chiles_jordan","blakely_skye","miller_zoe",1,2,1,144,3,"blakely_skye, chiles_jordan, lee_sunisa, miller_zoe","mc_callum, chiles_jordan, lee_sunisa, miller_zoe","chiles_jordan, miller_zoe, lee_sunisa, blakely_skye","miller_zoe, mc_callum, lee_sunisa, blakely_skye"
"biles_simone","blakely_skye","jones_shilese","carey_jade","roberson_joscelyn",1,1,1,143,2,"jones_shilese, biles_simone, blakely_skye, carey_jade","blakely_skye, jones_shilese, biles_simone, roberson_joscelyn","blakely_skye, jones_shilese, roberson_joscelyn, biles_simone","biles_simone, blakely_skye, roberson_joscelyn, carey_jade"
"skinner_mykayla","mc_callum","matthews_nola","miller_zoe","carey_jade",0,3,1,143,3,"mc_callum, skinner_mykayla, matthews_nola, carey_jade","mc_callum, matthews_nola, miller_zoe, carey_jade","miller_zoe, skinner_mykayla, mc_callum, carey_jade","skinner_mykayla, carey_jade, mc_callum, matthews_nola"
"biles_simone","mc_callum","chiles_jordan","jones_shilese","carey_jade",1,1,0,142,2,"biles_simone, mc_callum, carey_jade, chiles_jordan","jones_shilese, chiles_jordan, biles_simone, carey_jade","jones_shilese, carey_jade, biles_simone, mc_callum","jones_shilese, chiles_jordan, carey_jade, mc_callum"
"skinner_mykayla","mc_callum","lee_sunisa","miller_zoe","roberson_joscelyn",1,1,0,142,2,"roberson_joscelyn, mc_callum, lee_sunisa, skinner_mykayla","miller_zoe, skinner_mykayla, roberson_joscelyn, mc_callum","lee_sunisa, mc_callum, skinner_mykayla, roberson_joscelyn","lee_sunisa, miller_zoe, skinner_mykayla, mc_callum"
"skinner_mykayla","lee_sunisa","chiles_jordan","miller_zoe","roberson_joscelyn",0,3,0,142,3,"miller_zoe, skinner_mykayla, lee_sunisa, roberson_joscelyn","miller_zoe, roberson_joscelyn, chiles_jordan, lee_sunisa","chiles_jordan, skinner_mykayla, lee_sunisa, miller_zoe","skinner_mykayla, lee_sunisa, chiles_jordan, roberson_joscelyn"
"biles_simone","skinner_mykayla","chiles_jordan","carey_jade","roberson_joscelyn",1,1,2,141,2,"roberson_joscelyn, chiles_jordan, skinner_mykayla, biles_simone","skinner_mykayla, roberson_joscelyn, chiles_jordan, carey_jade","roberson_joscelyn, biles_simone, carey_jade, skinner_mykayla","skinner_mykayla, roberson_joscelyn, biles_simone, carey_jade"
"skinner_mykayla","chiles_jordan","miller_zoe","carey_jade","roberson_joscelyn",1,1,1,141,2,"skinner_mykayla, miller_zoe, roberson_joscelyn, chiles_jordan","roberson_joscelyn, carey_jade, chiles_jordan, miller_zoe","skinner_mykayla, chiles_jordan, carey_jade, roberson_joscelyn","roberson_joscelyn, carey_jade, miller_zoe, skinner_mykayla"
"biles_simone","skinner_mykayla","blakely_skye","matthews_nola","jones_shilese",0,2,2,140,2,"blakely_skye, biles_simone, matthews_nola, skinner_mykayla","blakely_skye, skinner_mykayla, matthews_nola, jones_shilese","biles_simone, matthews_nola, blakely_skye, jones_shilese","skinner_mykayla, matthews_nola, blakely_skye, biles_simone"
"mc_callum","lee_sunisa","matthews_nola","jones_shilese","carey_jade",1,1,1,140,2,"matthews_nola, jones_shilese, carey_jade, mc_callum","carey_jade, lee_sunisa, matthews_nola, mc_callum","carey_jade, jones_shilese, matthews_nola, mc_callum","matthews_nola, jones_shilese, lee_sunisa, mc_callum"
"biles_simone","lee_sunisa","blakely_skye","matthews_nola","miller_zoe",0,2,2,139,2,"biles_simone, matthews_nola, blakely_skye, lee_sunisa","lee_sunisa, blakely_skye, biles_simone, miller_zoe","miller_zoe, blakely_skye, lee_sunisa, biles_simone","blakely_skye, miller_zoe, lee_sunisa, matthews_nola"
"skinner_mykayla","mc_callum","lee_sunisa","jones_shilese","roberson_joscelyn",1,1,1,139,2,"jones_shilese, roberson_joscelyn, mc_callum, skinner_mykayla","lee_sunisa, mc_callum, roberson_joscelyn, jones_shilese","lee_sunisa, roberson_joscelyn, jones_shilese, mc_callum","mc_callum, lee_sunisa, skinner_mykayla, roberson_joscelyn"
"skinner_mykayla","chiles_jordan","jones_shilese","carey_jade","roberson_joscelyn",1,0,3,139,1,"chiles_jordan, carey_jade, jones_shilese, roberson_joscelyn","roberson_joscelyn, carey_jade, chiles_jordan, skinner_mykayla","skinner_mykayla, carey_jade, chiles_jordan, jones_shilese","chiles_jordan, roberson_joscelyn, carey_jade, jones_shilese"
"biles_simone","skinner_mykayla","mc_callum","chiles_jordan","carey_jade",0,2,2,138,2,"skinner_mykayla, carey_jade, chiles_jordan, biles_simone","chiles_jordan, skinner_mykayla, carey_jade, mc_callum","skinner_mykayla, carey_jade, chiles_jordan, biles_simone","chiles_jordan, mc_callum, biles_simone, skinner_mykayla"
"biles_simone","skinner_mykayla","chiles_jordan","blakely_skye","matthews_nola",0,3,1,138,3,"skinner_mykayla, blakely_skye, matthews_nola, chiles_jordan","biles_simone, matthews_nola, skinner_mykayla, blakely_skye","skinner_mykayla, biles_simone, blakely_skye, matthews_nola","matthews_nola, biles_simone, chiles_jordan, blakely_skye"
"biles_simone","skinner_mykayla","chiles_jordan","blakely_skye","miller_zoe",1,1,0,138,2,"biles_simone, blakely_skye, miller_zoe, skinner_mykayla","chiles_jordan, biles_simone, skinner_mykayla, blakely_skye","miller_zoe, chiles_jordan, biles_simone, skinner_mykayla","chiles_jordan, skinner_mykayla, biles_simone, miller_zoe"
"biles_simone","skinner_mykayla","matthews_nola","miller_zoe","jones_shilese",0,3,0,138,3,"matthews_nola, biles_simone, skinner_mykayla, miller_zoe","miller_zoe, jones_shilese, skinner_mykayla, matthews_nola","miller_zoe, biles_simone, jones_shilese, matthews_nola","miller_zoe, jones_shilese, skinner_mykayla, biles_simone"
"lee_sunisa","blakely_skye","miller_zoe","jones_shilese","carey_jade",1,1,0,137,2,"miller_zoe, blakely_skye, lee_sunisa, carey_jade","jones_shilese, blakely_skye, lee_sunisa, carey_jade","lee_sunisa, jones_shilese, miller_zoe, blakely_skye","blakely_skye, lee_sunisa, miller_zoe, carey_jade"
"skinner_mykayla","lee_sunisa","chiles_jordan","blakely_skye","jones_shilese",1,1,1,136,2,"jones_shilese, chiles_jordan, blakely_skye, lee_sunisa","chiles_jordan, lee_sunisa, blakely_skye, jones_shilese","skinner_mykayla, chiles_jordan, blakely_skye, lee_sunisa","skinner_mykayla, lee_sunisa, jones_shilese, blakely_skye"
"biles_simone","skinner_mykayla","chiles_jordan","matthews_nola","miller_zoe",1,0,0,135,1,"matthews_nola, chiles_jordan, miller_zoe, biles_simone","skinner_mykayla, miller_zoe, biles_simone, matthews_nola","chiles_jordan, skinner_mykayla, biles_simone, matthews_nola","matthews_nola, skinner_mykayla, chiles_jordan, biles_simone"
"chiles_jordan","blakely_skye","miller_zoe","jones_shilese","carey_jade",1,0,2,134,1,"carey_jade, chiles_jordan, jones_shilese, miller_zoe","jones_shilese, carey_jade, chiles_jordan, miller_zoe","miller_zoe, blakely_skye, chiles_jordan, jones_shilese","blakely_skye, carey_jade, jones_shilese, miller_zoe"
"mc_callum","chiles_jordan","jones_shilese","carey_jade","roberson_joscelyn",1,1,0,132,2,"carey_jade, jones_shilese, roberson_joscelyn, chiles_jordan","carey_jade, chiles_jordan, mc_callum, roberson_joscelyn","carey_jade, chiles_jordan, mc_callum, jones_shilese","mc_callum, chiles_jordan, roberson_joscelyn, jones_shilese"
"chiles_jordan","matthews_nola","miller_zoe","jones_shilese","carey_jade",1,2,1,132,3,"chiles_jordan, jones_shilese, carey_jade, matthews_nola","carey_jade, matthews_nola, chiles_jordan, miller_zoe","chiles_jordan, matthews_nola, jones_shilese, miller_zoe","miller_zoe, matthews_nola, carey_jade, chiles_jordan"
"lee_sunisa","chiles_jordan","matthews_nola","miller_zoe","roberson_joscelyn",1,1,1,131,2,"roberson_joscelyn, lee_sunisa, matthews_nola, chiles_jordan","matthews_nola, lee_sunisa, miller_zoe, chiles_jordan","chiles_jordan, roberson_joscelyn, lee_sunisa, miller_zoe","miller_zoe, chiles_jordan, roberson_joscelyn, matthews_nola"
"lee_sunisa","chiles_jordan","miller_zoe","jones_shilese","roberson_joscelyn",0,3,0,131,3,"jones_shilese, roberson_joscelyn, chiles_jordan, lee_sunisa","roberson_joscelyn, miller_zoe, jones_shilese, lee_sunisa","roberson_joscelyn, chiles_jordan, jones_shilese, lee_sunisa","chiles_jordan, lee_sunisa, jones_shilese, miller_zoe"
"biles_simone","skinner_mykayla","chiles_jordan","miller_zoe","carey_jade",1,1,1,129,2,"biles_simone, skinner_mykayla, miller_zoe, chiles_jordan","biles_simone, skinner_mykayla, miller_zoe, carey_jade","skinner_mykayla, miller_zoe, chiles_jordan, carey_jade","chiles_jordan, miller_zoe, biles_simone, skinner_mykayla"
"skinner_mykayla","lee_sunisa","blakely_skye","miller_zoe","roberson_joscelyn",0,3,1,129,3,"roberson_joscelyn, lee_sunisa, blakely_skye, miller_zoe","miller_zoe, blakely_skye, lee_sunisa, roberson_joscelyn","miller_zoe, lee_sunisa, blakely_skye, roberson_joscelyn","roberson_joscelyn, lee_sunisa, miller_zoe, skinner_mykayla"
"lee_sunisa","chiles_jordan","matthews_nola","miller_zoe","jones_shilese",0,1,3,129,1,"jones_shilese, miller_zoe, chiles_jordan, matthews_nola","matthews_nola, chiles_jordan, miller_zoe, lee_sunisa","chiles_jordan, jones_shilese, lee_sunisa, matthews_nola","jones_shilese, lee_sunisa, matthews_nola, miller_zoe"
"lee_sunisa","blakely_skye","miller_zoe","carey_jade","roberson_joscelyn",0,2,2,129,2,"carey_jade, lee_sunisa, blakely_skye, roberson_joscelyn","blakely_skye, miller_zoe, carey_jade, lee_sunisa","roberson_joscelyn, lee_sunisa, blakely_skye, carey_jade","miller_zoe, roberson_joscelyn, blakely_skye, carey_jade"
"biles_simone","skinner_mykayla","chiles_jordan","matthews_nola","jones_shilese",0,2,1,128,2,"chiles_jordan, biles_simone, skinner_mykayla, matthews_nola","chiles_jordan, matthews_nola, skinner_mykayla, jones_shilese","jones_shilese, skinner_mykayla, biles_simone, chiles_jordan","skinner_mykayla, biles_simone, jones_shilese, matthews_nola"
"biles_simone","chiles_jordan","blakely_skye","carey_jade","roberson_joscelyn",0,2,2,128,2,"blakely_skye, roberson_joscelyn, carey_jade, chiles_jordan","chiles_jordan, roberson_joscelyn, blakely_skye, biles_simone","chiles_jordan, biles_simone, blakely_skye, roberson_joscelyn","blakely_skye, carey_jade, roberson_joscelyn, chiles_jordan"
"mc_callum","lee_sunisa","chiles_jordan","matthews_nola","miller_zoe",1,1,0,128,2,"miller_zoe, lee_sunisa, mc_callum, chiles_jordan","miller_zoe, mc_callum, matthews_nola, lee_sunisa","matthews_nola, mc_callum, lee_sunisa, miller_zoe","chiles_jordan, miller_zoe, lee_sunisa, mc_callum"
"mc_callum","lee_sunisa","miller_zoe","jones_shilese","roberson_joscelyn",0,2,1,128,2,"roberson_joscelyn, mc_callum, miller_zoe, lee_sunisa","mc_callum, jones_shilese, miller_zoe, lee_sunisa","jones_shilese, lee_sunisa, mc_callum, roberson_joscelyn","miller_zoe, jones_shilese, lee_sunisa, roberson_joscelyn"
"mc_callum","matthews_nola","miller_zoe","carey_jade","roberson_joscelyn",1,1,1,128,2,"matthews_nola, mc_callum, carey_jade, miller_zoe","mc_callum, roberson_joscelyn, carey_jade, miller_zoe","carey_jade, mc_callum, miller_zoe, roberson_joscelyn","carey_jade, roberson_joscelyn, miller_zoe, matthews_nola"
"lee_sunisa","chiles_jordan","matthews_nola","jones_shilese","carey_jade",1,1,0,128,2,"jones_shilese, matthews_nola, chiles_jordan, lee_sunisa","matthews_nola, carey_jade, lee_sunisa, chiles_jordan","jones_shilese, matthews_nola, chiles_jordan, lee_sunisa","jones_shilese, chiles_jordan, lee_sunisa, carey_jade"
"mc_callum","lee_sunisa","blakely_skye","jones_shilese","carey_jade",1,1,0,127,2,"blakely_skye, jones_shilese, mc_callum, carey_jade","blakely_skye, carey_jade, lee_sunisa, jones_shilese","mc_callum, lee_sunisa, jones_shilese, blakely_skye","mc_callum, lee_sunisa, jones_shilese, blakely_skye"
"mc_callum","matthews_nola","miller_zoe","jones_shilese","carey_jade",1,1,1,127,2,"matthews_nola, jones_shilese, mc_callum, miller_zoe","jones_shilese, carey_jade, miller_zoe, mc_callum","matthews_nola, jones_shilese, carey_jade, mc_callum","miller_zoe, carey_jade, mc_callum, matthews_nola"
"lee_sunisa","chiles_jordan","blakely_skye","miller_zoe","roberson_joscelyn",1,1,1,127,2,"lee_sunisa, roberson_joscelyn, chiles_jordan, miller_zoe","roberson_joscelyn, blakely_skye, lee_sunisa, miller_zoe","chiles_jordan, blakely_skye, miller_zoe, roberson_joscelyn","blakely_skye, miller_zoe, lee_sunisa, chiles_jordan"
"lee_sunisa","chiles_jordan","miller_zoe","jones_shilese","carey_jade",0,2,1,127,2,"chiles_jordan, lee_sunisa, jones_shilese, carey_jade","lee_sunisa, chiles_jordan, carey_jade, jones_shilese","lee_sunisa, miller_zoe, chiles_jordan, jones_shilese","miller_zoe, carey_jade, lee_sunisa, chiles_jordan"
"lee_sunisa","matthews_nola","miller_zoe","jones_shilese","roberson_joscelyn",1,1,0,127,2,"lee_sunisa, matthews_nola, jones_shilese, miller_zoe","miller_zoe, jones_shilese, roberson_joscelyn, matthews_nola","jones_shilese, miller_zoe, lee_sunisa, matthews_nola","miller_zoe, lee_sunisa, jones_shilese, roberson_joscelyn"
"skinner_mykayla","mc_callum","lee_sunisa","matthews_nola","miller_zoe",1,0,3,126,1,"mc_callum, lee_sunisa, miller_zoe, skinner_mykayla","lee_sunisa, mc_callum, skinner_mykayla, miller_zoe","lee_sunisa, mc_callum, matthews_nola, skinner_mykayla","lee_sunisa, matthews_nola, mc_callum, miller_zoe"
"skinner_mykayla","chiles_jordan","miller_zoe","jones_shilese","carey_jade",1,0,2,126,1,"carey_jade, jones_shilese, chiles_jordan, skinner_mykayla","jones_shilese, skinner_mykayla, carey_jade, chiles_jordan","skinner_mykayla, jones_shilese, miller_zoe, chiles_jordan","chiles_jordan, miller_zoe, jones_shilese, carey_jade"
"biles_simone","mc_callum","chiles_jordan","matthews_nola","carey_jade",0,2,1,125,2,"carey_jade, biles_simone, matthews_nola, chiles_jordan","chiles_jordan, mc_callum, biles_simone, matthews_nola","mc_callum, carey_jade, matthews_nola, biles_simone","mc_callum, chiles_jordan, matthews_nola, biles_simone"
"skinner_mykayla","lee_sunisa","blakely_skye","jones_shilese","carey_jade",0,2,0,125,2,"carey_jade, skinner_mykayla, lee_sunisa, jones_shilese","carey_jade, skinner_mykayla, lee_sunisa, jones_shilese","skinner_mykayla, carey_jade, blakely_skye, jones_shilese","blakely_skye, lee_sunisa, skinner_mykayla, jones_shilese"
"skinner_mykayla","lee_sunisa","miller_zoe","jones_shilese","roberson_joscelyn",0,2,1,125,2,"jones_shilese, miller_zoe, roberson_joscelyn, lee_sunisa","jones_shilese, skinner_mykayla, roberson_joscelyn, lee_sunisa","miller_zoe, roberson_joscelyn, skinner_mykayla, lee_sunisa","lee_sunisa, miller_zoe, roberson_joscelyn, jones_shilese"
"skinner_mykayla","chiles_jordan","blakely_skye","matthews_nola","carey_jade",0,2,1,125,2,"carey_jade, blakely_skye, skinner_mykayla, matthews_nola","carey_jade, skinner_mykayla, blakely_skye, chiles_jordan","chiles_jordan, carey_jade, skinner_mykayla, matthews_nola","matthews_nola, carey_jade, chiles_jordan, blakely_skye"
"mc_callum","lee_sunisa","blakely_skye","matthews_nola","jones_shilese",0,2,1,125,2,"mc_callum, lee_sunisa, jones_shilese, matthews_nola","mc_callum, blakely_skye, lee_sunisa, matthews_nola","lee_sunisa, matthews_nola, blakely_skye, jones_shilese","matthews_nola, blakely_skye, lee_sunisa, jones_shilese"
"skinner_mykayla","mc_callum","matthews_nola","jones_shilese","roberson_joscelyn",0,2,2,124,2,"roberson_joscelyn, mc_callum, matthews_nola, skinner_mykayla","matthews_nola, jones_shilese, mc_callum, skinner_mykayla","matthews_nola, roberson_joscelyn, jones_shilese, skinner_mykayla","matthews_nola, roberson_joscelyn, skinner_mykayla, jones_shilese"
"skinner_mykayla","mc_callum","miller_zoe","carey_jade","roberson_joscelyn",0,2,0,124,2,"skinner_mykayla, miller_zoe, roberson_joscelyn, mc_callum","roberson_joscelyn, carey_jade, miller_zoe, mc_callum","skinner_mykayla, roberson_joscelyn, mc_callum, carey_jade","roberson_joscelyn, miller_zoe, carey_jade, skinner_mykayla"
"biles_simone","lee_sunisa","chiles_jordan","matthews_nola","roberson_joscelyn",0,1,2,123,1,"biles_simone, lee_sunisa, chiles_jordan, roberson_joscelyn","matthews_nola, chiles_jordan, roberson_joscelyn, lee_sunisa","chiles_jordan, roberson_joscelyn, lee_sunisa, matthews_nola","lee_sunisa, matthews_nola, roberson_joscelyn, biles_simone"
"skinner_mykayla","mc_callum","matthews_nola","miller_zoe","jones_shilese",0,2,1,123,2,"mc_callum, matthews_nola, miller_zoe, jones_shilese","jones_shilese, matthews_nola, skinner_mykayla, miller_zoe","matthews_nola, skinner_mykayla, mc_callum, jones_shilese","matthews_nola, miller_zoe, skinner_mykayla, mc_callum"
"skinner_mykayla","mc_callum","miller_zoe","jones_shilese","roberson_joscelyn",0,2,0,123,2,"jones_shilese, roberson_joscelyn, mc_callum, skinner_mykayla","roberson_joscelyn, miller_zoe, mc_callum, jones_shilese","roberson_joscelyn, skinner_mykayla, mc_callum, miller_zoe","jones_shilese, roberson_joscelyn, miller_zoe, skinner_mykayla"
"mc_callum","chiles_jordan","blakely_skye","miller_zoe","carey_jade",1,1,1,123,2,"mc_callum, blakely_skye, chiles_jordan, miller_zoe","chiles_jordan, mc_callum, miller_zoe, carey_jade","carey_jade, mc_callum, miller_zoe, chiles_jordan","chiles_jordan, blakely_skye, mc_callum, carey_jade"
"skinner_mykayla","lee_sunisa","chiles_jordan","matthews_nola","roberson_joscelyn",0,2,3,122,2,"lee_sunisa, skinner_mykayla, matthews_nola, roberson_joscelyn","chiles_jordan, matthews_nola, roberson_joscelyn, skinner_mykayla","matthews_nola, chiles_jordan, roberson_joscelyn, lee_sunisa","matthews_nola, lee_sunisa, roberson_joscelyn, skinner_mykayla"
"skinner_mykayla","chiles_jordan","blakely_skye","miller_zoe","carey_jade",0,3,0,122,3,"blakely_skye, chiles_jordan, carey_jade, miller_zoe","miller_zoe, carey_jade, skinner_mykayla, blakely_skye","skinner_mykayla, miller_zoe, blakely_skye, chiles_jordan","skinner_mykayla, carey_jade, chiles_jordan, miller_zoe"
"biles_simone","mc_callum","chiles_jordan","blakely_skye","miller_zoe",0,2,1,121,2,"chiles_jordan, miller_zoe, biles_simone, mc_callum","blakely_skye, chiles_jordan, biles_simone, mc_callum","miller_zoe, biles_simone, mc_callum, blakely_skye","miller_zoe, blakely_skye, mc_callum, chiles_jordan"
"skinner_mykayla","mc_callum","lee_sunisa","chiles_jordan","miller_zoe",1,1,1,121,2,"miller_zoe, skinner_mykayla, lee_sunisa, chiles_jordan","lee_sunisa, miller_zoe, mc_callum, chiles_jordan","mc_callum, chiles_jordan, lee_sunisa, miller_zoe","mc_callum, miller_zoe, chiles_jordan, skinner_mykayla"
"skinner_mykayla","lee_sunisa","blakely_skye","matthews_nola","roberson_joscelyn",0,1,2,121,1,"blakely_skye, matthews_nola, roberson_joscelyn, skinner_mykayla","skinner_mykayla, roberson_joscelyn, lee_sunisa, blakely_skye","roberson_joscelyn, skinner_mykayla, lee_sunisa, blakely_skye","skinner_mykayla, matthews_nola, blakely_skye, roberson_joscelyn"
"mc_callum","lee_sunisa","chiles_jordan","blakely_skye","carey_jade",1,1,0,121,2,"carey_jade, chiles_jordan, mc_callum, blakely_skye","lee_sunisa, carey_jade, mc_callum, chiles_jordan","lee_sunisa, blakely_skye, chiles_jordan, carey_jade","carey_jade, blakely_skye, mc_callum, chiles_jordan"
"mc_callum","chiles_jordan","blakely_skye","matthews_nola","carey_jade",1,1,0,121,2,"blakely_skye, carey_jade, mc_callum, chiles_jordan","blakely_skye, mc_callum, matthews_nola, chiles_jordan","matthews_nola, blakely_skye, carey_jade, chiles_jordan","matthews_nola, mc_callum, carey_jade, blakely_skye"
"lee_sunisa","chiles_jordan","blakely_skye","carey_jade","roberson_joscelyn",1,0,2,121,1,"carey_jade, blakely_skye, lee_sunisa, chiles_jordan","chiles_jordan, carey_jade, blakely_skye, roberson_joscelyn","lee_sunisa, carey_jade, chiles_jordan, blakely_skye","roberson_joscelyn, chiles_jordan, carey_jade, lee_sunisa"
"biles_simone","skinner_mykayla","mc_callum","lee_sunisa","blakely_skye",1,0,1,120,1,"skinner_mykayla, lee_sunisa, mc_callum, biles_simone","lee_sunisa, mc_callum, skinner_mykayla, biles_simone","blakely_skye, biles_simone, mc_callum, skinner_mykayla","skinner_mykayla, biles_simone, blakely_skye, lee_sunisa"
"blakely_skye","matthews_nola","miller_zoe","jones_shilese","carey_jade",0,2,1,120,2,"matthews_nola, jones_shilese, miller_zoe, carey_jade","jones_shilese, miller_zoe, matthews_nola, blakely_skye","miller_zoe, carey_jade, matthews_nola, jones_shilese","miller_zoe, carey_jade, matthews_nola, blakely_skye"
"biles_simone","skinner_mykayla","chiles_jordan","matthews_nola","roberson_joscelyn",1,1,0,119,2,"biles_simone, matthews_nola, roberson_joscelyn, chiles_jordan","skinner_mykayla, chiles_jordan, biles_simone, matthews_nola","biles_simone, roberson_joscelyn, matthews_nola, chiles_jordan","chiles_jordan, matthews_nola, roberson_joscelyn, skinner_mykayla"
"mc_callum","lee_sunisa","chiles_jordan","miller_zoe","jones_shilese",1,0,1,119,1,"miller_zoe, mc_callum, jones_shilese, chiles_jordan","lee_sunisa, chiles_jordan, mc_callum, jones_shilese","jones_shilese, lee_sunisa, mc_callum, miller_zoe","chiles_jordan, jones_shilese, miller_zoe, mc_callum"
"biles_simone","lee_sunisa","chiles_jordan","miller_zoe","roberson_joscelyn",1,0,1,118,1,"chiles_jordan, biles_simone, miller_zoe, roberson_joscelyn","chiles_jordan, miller_zoe, lee_sunisa, roberson_joscelyn","chiles_jordan, lee_sunisa, biles_simone, miller_zoe","miller_zoe, lee_sunisa, chiles_jordan, roberson_joscelyn"
"skinner_mykayla","mc_callum","chiles_jordan","jones_shilese","roberson_joscelyn",0,1,2,118,1,"mc_callum, jones_shilese, skinner_mykayla, chiles_jordan","jones_shilese, chiles_jordan, roberson_joscelyn, skinner_mykayla","chiles_jordan, mc_callum, skinner_mykayla, jones_shilese","skinner_mykayla, roberson_joscelyn, chiles_jordan, mc_callum"
"skinner_mykayla","blakely_skye","miller_zoe","jones_shilese","roberson_joscelyn",1,1,0,118,2,"skinner_mykayla, jones_shilese, miller_zoe, roberson_joscelyn","roberson_joscelyn, skinner_mykayla, jones_shilese, blakely_skye","roberson_joscelyn, jones_shilese, miller_zoe, skinner_mykayla","skinner_mykayla, jones_shilese, blakely_skye, miller_zoe"
"mc_callum","lee_sunisa","matthews_nola","miller_zoe","carey_jade",0,1,2,118,1,"mc_callum, lee_sunisa, carey_jade, matthews_nola","lee_sunisa, matthews_nola, carey_jade, miller_zoe","lee_sunisa, mc_callum, miller_zoe, matthews_nola","carey_jade, miller_zoe, lee_sunisa, matthews_nola"
"chiles_jordan","blakely_skye","matthews_nola","jones_shilese","roberson_joscelyn",1,1,0,118,2,"matthews_nola, jones_shilese, chiles_jordan, blakely_skye","roberson_joscelyn, jones_shilese, matthews_nola, chiles_jordan","chiles_jordan, roberson_joscelyn, blakely_skye, matthews_nola","roberson_joscelyn, blakely_skye, chiles_jordan, jones_shilese"
"biles_simone","skinner_mykayla","blakely_skye","matthews_nola","roberson_joscelyn",0,2,1,117,2,"blakely_skye, skinner_mykayla, roberson_joscelyn, matthews_nola","blakely_skye, biles_simone, skinner_mykayla, matthews_nola","skinner_mykayla, biles_simone, blakely_skye, roberson_joscelyn","roberson_joscelyn, blakely_skye, biles_simone, skinner_mykayla"
"biles_simone","mc_callum","blakely_skye","miller_zoe","jones_shilese",0,2,0,117,2,"blakely_skye, mc_callum, biles_simone, jones_shilese","blakely_skye, miller_zoe, mc_callum, jones_shilese","jones_shilese, blakely_skye, biles_simone, miller_zoe","blakely_skye, mc_callum, jones_shilese, miller_zoe"
"skinner_mykayla","mc_callum","lee_sunisa","miller_zoe","jones_shilese",1,1,1,117,2,"mc_callum, skinner_mykayla, lee_sunisa, jones_shilese","jones_shilese, skinner_mykayla, miller_zoe, lee_sunisa","mc_callum, jones_shilese, miller_zoe, lee_sunisa","miller_zoe, skinner_mykayla, mc_callum, lee_sunisa"
"mc_callum","lee_sunisa","chiles_jordan","blakely_skye","matthews_nola",0,2,2,117,2,"blakely_skye, matthews_nola, chiles_jordan, lee_sunisa","blakely_skye, matthews_nola, mc_callum, chiles_jordan","chiles_jordan, blakely_skye, lee_sunisa, matthews_nola","mc_callum, matthews_nola, blakely_skye, chiles_jordan"
"mc_callum","lee_sunisa","matthews_nola","miller_zoe","roberson_joscelyn",1,1,2,117,2,"mc_callum, roberson_joscelyn, lee_sunisa, miller_zoe","mc_callum, roberson_joscelyn, miller_zoe, lee_sunisa","lee_sunisa, mc_callum, matthews_nola, miller_zoe","mc_callum, lee_sunisa, roberson_joscelyn, matthews_nola"
"mc_callum","chiles_jordan","miller_zoe","jones_shilese","roberson_joscelyn",0,2,1,117,2,"jones_shilese, mc_callum, miller_zoe, roberson_joscelyn","chiles_jordan, miller_zoe, mc_callum, jones_shilese","jones_shilese, roberson_joscelyn, chiles_jordan, miller_zoe","mc_callum, jones_shilese, miller_zoe, chiles_jordan"
"lee_sunisa","blakely_skye","jones_shilese","carey_jade","roberson_joscelyn",0,1,3,117,1,"roberson_joscelyn, jones_shilese, blakely_skye, carey_jade","lee_sunisa, jones_shilese, blakely_skye, carey_jade","roberson_joscelyn, lee_sunisa, blakely_skye, carey_jade","roberson_joscelyn, carey_jade, blakely_skye, lee_sunisa"
"biles_simone","chiles_jordan","blakely_skye","jones_shilese","roberson_joscelyn",0,2,1,116,2,"roberson_joscelyn, chiles_jordan, blakely_skye, biles_simone","chiles_jordan, roberson_joscelyn, jones_shilese, blakely_skye","jones_shilese, blakely_skye, biles_simone, chiles_jordan","roberson_joscelyn, blakely_skye, biles_simone, chiles_jordan"
"skinner_mykayla","mc_callum","lee_sunisa","chiles_jordan","jones_shilese",0,2,0,116,2,"mc_callum, lee_sunisa, skinner_mykayla, chiles_jordan","mc_callum, chiles_jordan, skinner_mykayla, lee_sunisa","lee_sunisa, chiles_jordan, jones_shilese, mc_callum","chiles_jordan, jones_shilese, mc_callum, lee_sunisa"
