"LastName","FirstName","Gender","Country","Date","Competition","Round","Location","Apparatus","Rank","D_Score","E_Score","Penalty","Score","ID","FullName"
"tamane","kenji","m","CAN",NA,"BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","SR",10,5.7,7,NA,12.7,"tamane_kenji","Kenji Tamane"
"tamane","kenji","m","CAN",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","SR",7,5.7,8.05,NA,13.75,"tamane_kenji","Kenji Tamane"
"tamane","kenji","m","CAN",NA,"BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","VT",16,4.8,8.05,0.1,12.75,"tamane_kenji","Kenji Tamane"
"tamane","kenji","m","CAN",NA,"BIRMINGHAM 2022 Commonwealth Games","AAqual","Birmingham, England","VT",NA,4.8,8.8,NA,13.6,"tamane_kenji","Kenji Tamane"
"tamane","kenji","m","CAN",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","HB",26,4.6,7.45,NA,12.05,"tamane_kenji","Kenji Tamane"
"tamane","kenji","m","CAN",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","FX",33,5.2,7.95,NA,13.15,"tamane_kenji","Kenji Tamane"
"tamane","kenji","m","CAN",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","HB",56,2.3,6.95,5,4.25,"tamane_kenji","Kenji Tamane"
"tamane","kenji","m","CAN",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","PB",29,4.7,8.8,NA,13.5,"tamane_kenji","Kenji Tamane"
"tamane","kenji","m","CAN",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","PH",53,4.4,5.4,NA,9.8,"tamane_kenji","Kenji Tamane"
"tamane","kenji","m","CAN",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","SR",48,5.2,7.35,NA,12.55,"tamane_kenji","Kenji Tamane"
"tamboli","saif","m","IND",2022-07-29,"BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","PB",9,5.8,8.25,NA,14.05,"tamboli_saif","Saif Tamboli"
"tamsel","dominic","m","SUI",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","PB",21,5.5,8.566,NA,14.066,"tamsel_dominic","Dominic Tamsel"
"tamsel","dominic","m","SUI",2022-08-18,"2022 Senior European Championships","TeamFinal","Munich, Germany","PB",8,5.5,8.6,NA,14.1,"tamsel_dominic","Dominic Tamsel"
"tamsel","dominic","m","SUI",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","PH",36,5.1,8.1,NA,13.2,"tamsel_dominic","Dominic Tamsel"
"tamsel","dominic","m","SUI",2022-08-18,"2022 Senior European Championships","TeamFinal","Munich, Germany","PH",7,5.4,8.3,NA,13.7,"tamsel_dominic","Dominic Tamsel"
"tamsel","dominic","m","SUI",2022-08-18,"2022 Senior European Championships","qual","Munich, Germany","SR",36,4.5,8.833,NA,13.333,"tamsel_dominic","Dominic Tamsel"
"tamsel","dominic","m","SUI",2022-08-18,"2022 Senior European Championships","TeamFinal","Munich, Germany","SR",20,4.5,8.6,NA,13.1,"tamsel_dominic","Dominic Tamsel"
"tamsel","dominic daniel","m","SUI",2023-08-01,"2023 FISU World University Games","final","Chengdu, China","HB",4,5.3,8.466,NA,13.76,"tamsel_dominic_daniel","Dominic Daniel Tamsel"
"tamsel","dominic daniel","m","SUI",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","HB",15,5.3,8.3,NA,13.6,"tamsel_dominic_daniel","Dominic Daniel Tamsel"
"tamsel","dominic daniel","m","SUI",2023-08-01,"2023 FISU World University Games","final","Chengdu, China","PB",7,5.8,7.8,NA,13.6,"tamsel_dominic_daniel","Dominic Daniel Tamsel"
"tamsel","dominic daniel","m","SUI",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","PB",11,5.8,8.3,NA,14.1,"tamsel_dominic_daniel","Dominic Daniel Tamsel"
"tamsel","dominic daniel","m","SUI",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","PH",26,5.4,7.566,NA,12.966,"tamsel_dominic_daniel","Dominic Daniel Tamsel"
"tamsel","dominic daniel","m","SUI",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","SR",31,4.6,8.6,NA,13.2,"tamsel_dominic_daniel","Dominic Daniel Tamsel"
"tan","sze en","w","SGP",2021-07-25,"Olympic Games","qual","Tokyo, Japan","BB",84,4.8,6.333,0.1,11.033,"tan_sze_en","Sze En Tan"
"tan","sze en","w","SGP",2021-07-25,"Olympic Games","qual","Tokyo, Japan","FX",75,4.3,7.633,0.1,11.833,"tan_sze_en","Sze En Tan"
"tang","xijing","w","CHN",2021-07-29,"Olympic Games","final","Tokyo, Japan","BB",9,6,7.066,NA,13.066,"tang_xijing","Xijing Tang"
"tang","xijing","w","CHN",2021-07-25,"Olympic Games","qual","Tokyo, Japan","BB",2,6.2,8.133,NA,14.333,"tang_xijing","Xijing Tang"
"tang","xijing","w","CHN",2021-08-01,"Olympic Games","final","Tokyo, Japan","BB",2,6,8.233,NA,14.23,"tang_xijing","Xijing Tang"
"tang","xijing","w","CHN",2021-07-29,"Olympic Games","final","Tokyo, Japan","FX",18,5.2,7.766,NA,12.966,"tang_xijing","Xijing Tang"
"tang","xijing","w","CHN",2021-07-25,"Olympic Games","qual","Tokyo, Japan","FX",20,5.3,8.066,NA,13.366,"tang_xijing","Xijing Tang"
"tang","xijing","w","CHN",2021-07-29,"Olympic Games","final","Tokyo, Japan","UB",8,6,8.233,NA,14.233,"tang_xijing","Xijing Tang"
"tang","xijing","w","CHN",2021-07-25,"Olympic Games","qual","Tokyo, Japan","UB",13,6,8.433,NA,14.433,"tang_xijing","Xijing Tang"
"tang","xijing","w","CHN",2021-07-29,"Olympic Games","final","Tokyo, Japan","VT",16,5.4,8.833,NA,14.233,"tang_xijing","Xijing Tang"
"tang","xijing","w","CHN",2021-07-25,"Olympic Games","qual","Tokyo, Japan","VT",26,5.4,8.9,NA,14.3,"tang_xijing","Xijing Tang"
"tang","chia hung","m","TPE",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","FX",7,5.5,8.633,NA,14.133,"tang_chia_hung","Chia Hung Tang"
"tang","chia hung","m","TPE",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",14,5.5,8.666,NA,14.166,"tang_chia_hung","Chia Hung Tang"
"tang","chia hung","m","TPE",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","HB",5,5.6,8.466,NA,14.066,"tang_chia_hung","Chia Hung Tang"
"tang","chia hung","m","TPE",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","HB",73,5.5,7.233,NA,12.733,"tang_chia_hung","Chia Hung Tang"
"tang","chia hung","m","TPE",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","PB",18,4.9,8.466,NA,13.366,"tang_chia_hung","Chia Hung Tang"
"tang","chia hung","m","TPE",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PB",62,4.9,8.633,NA,13.533,"tang_chia_hung","Chia Hung Tang"
"tang","chia hung","m","TPE",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","PH",12,5,8.033,NA,13.033,"tang_chia_hung","Chia Hung Tang"
"tang","chia hung","m","TPE",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",43,4.7,8.3,NA,13,"tang_chia_hung","Chia Hung Tang"
"tang","chia hung","m","TPE",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","SR",10,5.4,7.966,NA,13.366,"tang_chia_hung","Chia Hung Tang"
"tang","chia hung","m","TPE",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","SR",37,5.4,7.966,NA,13.366,"tang_chia_hung","Chia Hung Tang"
"tang","chia hung","m","TPE",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","VT",17,4.8,9.2,NA,14,"tang_chia_hung","Chia Hung Tang"
"tang","chia hung","m","TPE",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",54,4.8,9.1,NA,13.9,"tang_chia_hung","Chia Hung Tang"
"tang","xijing","w","CHN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","BB",38,5.7,6.766,NA,12.466,"tang_xijing","Xijing Tang"
"tang","xijing","w","CHN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",30,5.3,8.066,0.3,13.066,"tang_xijing","Xijing Tang"
"tang","xijing","w","CHN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","UB",11,6.1,8.233,NA,14.333,"tang_xijing","Xijing Tang"
"tang","xijing","w","CHN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",57,4.2,8.8,NA,13,"tang_xijing","Xijing Tang"
"tanigawa","kakeru","m","JPN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",9,5.8,8.5,NA,14.3,"tanigawa_kakeru","Kakeru Tanigawa"
"tanigawa","kakeru","m","JPN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PB",10,6.3,8.633,NA,14.933,"tanigawa_kakeru","Kakeru Tanigawa"
"tanigawa","kakeru","m","JPN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",10,6.3,7.966,NA,14.266,"tanigawa_kakeru","Kakeru Tanigawa"
"tanigawa","kakeru","m","JPN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","SR",46,5.5,7.733,NA,13.233,"tanigawa_kakeru","Kakeru Tanigawa"
"tanigawa","kakeru","m","JPN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",34,5.2,9.066,NA,14.266,"tanigawa_kakeru","Kakeru Tanigawa"
"tanigawa","kakeru","m","JPN",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","FX",5,5.4,8.85,NA,14.25,"tanigawa_kakeru","Kakeru Tanigawa"
"tanigawa","kakeru","m","JPN",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","HB",12,5.4,8.2,NA,13.6,"tanigawa_kakeru","Kakeru Tanigawa"
"tanigawa","kakeru","m","JPN",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","PB",42,5.4,7.45,NA,12.85,"tanigawa_kakeru","Kakeru Tanigawa"
"tanigawa","kakeru","m","JPN",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","final","Stuttgart, Germany","PH",2,5.9,8.566,NA,14.466,"tanigawa_kakeru","Kakeru Tanigawa"
"tanigawa","kakeru","m","JPN",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","PH",2,6.4,8.2,NA,14.6,"tanigawa_kakeru","Kakeru Tanigawa"
"tanigawa","kakeru","m","JPN",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","SR",19,5.4,8.05,NA,13.45,"tanigawa_kakeru","Kakeru Tanigawa"
"tanigawa","kakeru","m","JPN",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","VT",20,5.2,8.95,NA,14.15,"tanigawa_kakeru","Kakeru Tanigawa"
"tanigawa","kakeru","m","JPN",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","VT",20,0,0,NA,0,"tanigawa_kakeru","Kakeru Tanigawa"
"tanigawa","wataru","m","JPN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","FX",5,5.7,8.566,NA,14.266,"tanigawa_wataru","Wataru Tanigawa"
"tanigawa","wataru","m","JPN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",15,5.6,8.566,NA,14.166,"tanigawa_wataru","Wataru Tanigawa"
"tanigawa","wataru","m","JPN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","HB",8,5.7,7.9,NA,13.6,"tanigawa_wataru","Wataru Tanigawa"
"tanigawa","wataru","m","JPN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","HB",30,5.7,7.866,NA,13.566,"tanigawa_wataru","Wataru Tanigawa"
"tanigawa","wataru","m","JPN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","PB",6,6.3,8.466,NA,14.766,"tanigawa_wataru","Wataru Tanigawa"
"tanigawa","wataru","m","JPN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PB",13,6.3,8.566,NA,14.866,"tanigawa_wataru","Wataru Tanigawa"
"tanigawa","wataru","m","JPN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","PH",5,5.9,7.866,NA,13.766,"tanigawa_wataru","Wataru Tanigawa"
"tanigawa","wataru","m","JPN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",17,5.8,7.933,NA,13.733,"tanigawa_wataru","Wataru Tanigawa"
"tanigawa","wataru","m","JPN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","SR",4,6,7.833,NA,13.833,"tanigawa_wataru","Wataru Tanigawa"
"tanigawa","wataru","m","JPN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","SR",12,6,8,NA,14,"tanigawa_wataru","Wataru Tanigawa"
"tanigawa","wataru","m","JPN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","VT",1,6,9,NA,15,"tanigawa_wataru","Wataru Tanigawa"
"tanigawa","wataru","m","JPN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",25,5.6,8.8,NA,14.4,"tanigawa_wataru","Wataru Tanigawa"
"tanigawa","wataru","m","JPN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","final","Liverpool, England","VT",7,4.8,9.033,NA,13.833,"tanigawa_wataru","Wataru Tanigawa"
"tanigawa","wataru","m","JPN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",7,5.6,8.9,NA,14.5,"tanigawa_wataru","Wataru Tanigawa"
"tanner","david","m","AUS",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","FX",30,5.2,8.1,0.1,13.2,"tanner_david","David Tanner"
"tanner","david","m","AUS",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","HB",50,4.5,7.05,NA,11.55,"tanner_david","David Tanner"
"tanner","david","m","AUS",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","PB",34,5,8.15,NA,13.15,"tanner_david","David Tanner"
"tanner","david","m","AUS",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","PH",49,3.7,7.05,NA,10.75,"tanner_david","David Tanner"
"tanner","david","m","AUS",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","SR",33,5,8.1,NA,13.1,"tanner_david","David Tanner"
"tanner","david","m","AUS",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","VT",53,4.8,7.6,0.3,12.1,"tanner_david","David Tanner"
"tanner","david","m","AUS",2023-03-17,"EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","VT",53,0,0,NA,0,"tanner_david","David Tanner"
"tanner","david","m","AUS",2023-05-05,"Oceania Continental Championships 2023","aa","Carrara, Australia","FX",NA,4.4,5.233,0,9.633,"tanner_david","David Tanner"
"tanner","david","m","AUS",2023-05-05,"Oceania Continental Championships 2023","aa","Carrara, Australia","PB",NA,5,8.566,0,13.566,"tanner_david","David Tanner"
"tanner","david","m","AUS",2023-05-05,"Oceania Continental Championships 2023","aa","Carrara, Australia","PH",NA,3.7,7.533,0,11.233,"tanner_david","David Tanner"
"tanner","david","m","AUS",2023-05-05,"Oceania Continental Championships 2023","aa","Carrara, Australia","SR",NA,4.3,8.833,0,13.133,"tanner_david","David Tanner"
"tanriyasukur","derin","w","TUR",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","BB",47,4.4,7.1,0.1,11.4,"tanriyasukur_derin","Derin Tanriyasukur"
"tanriyasukur","derin","w","TUR",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","FX",63,4.9,7.166,0.2,11.866,"tanriyasukur_derin","Derin Tanriyasukur"
"tanriyasukur","derin","w","TUR",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","UB",60,5,7.066,NA,12.066,"tanriyasukur_derin","Derin Tanriyasukur"
"tanriyasukur","derin","w","TUR",2023-05-25,"2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria","FX",16,4.9,6.266,0,11.166,"tanriyasukur_derin","Derin Tanriyasukur"
"tanriyasukur","derin","w","TUR",2023-05-25,"2023 Varna World Challenge Cup Results","final","Varna, Bulgaria","UB",6,5,7.5,0,12.5,"tanriyasukur_derin","Derin Tanriyasukur"
"tanriyasukur","derin","w","TUR",2023-05-25,"2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria","UB",5,5,7.666,0,12.666,"tanriyasukur_derin","Derin Tanriyasukur"
"tanriyasukur","derin","w","TUR",2023-03-09,"World Cup","qual","Baku, Azerbaijan","BB",19,5.2,6.833,0.1,11.933,"tanriyasukur_derin","Derin Tanriyasukur"
"tanriyasukur","derin","w","TUR",2023-03-09,"World Cup","qual","Baku, Azerbaijan","UB",23,5,6.3,NA,11.3,"tanriyasukur_derin","Derin Tanriyasukur"
"tanskanen","kaia","w","FIN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","BB",111,4.7,6,NA,10.7,"tanskanen_kaia","Kaia Tanskanen"
"tanskanen","kaia","w","FIN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",45,5,7.8,NA,12.8,"tanskanen_kaia","Kaia Tanskanen"
"tanskanen","kaia","w","FIN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","UB",66,4.8,7.7,NA,12.5,"tanskanen_kaia","Kaia Tanskanen"
"tanskanen","kaia","w","FIN",2022-10-29,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",64,4.4,8.6,NA,13,"tanskanen_kaia","Kaia Tanskanen"
"tanskanen","kaia","w","FIN",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","BB",82,4.7,6.333,NA,11.033,"tanskanen_kaia","Kaia Tanskanen"
"tanskanen","kaia","w","FIN",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","FX",33,4.8,7.733,NA,12.533,"tanskanen_kaia","Kaia Tanskanen"
"tanskanen","kaia","w","FIN",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","UB",49,4.8,7.233,NA,12.033,"tanskanen_kaia","Kaia Tanskanen"
"tanskanen","kaia","w","FIN",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","VT",30,4.6,8.6,0.1,13.1,"tanskanen_kaia","Kaia Tanskanen"
"tanskanen","kaia","w","FIN",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","VT",12,4.4,8.666,0.1,12.966,"tanskanen_kaia","Kaia Tanskanen"
"tanskanen","kaia","w","FIN",2023-04-11,"2023 Senior European Championships","AAfinal","Antalya, Turkey","BB",20,4.9,5.866,NA,10.766,"tanskanen_kaia","Kaia Tanskanen"
"tanskanen","kaia","w","FIN",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","BB",23,4.9,7.2,NA,12.1,"tanskanen_kaia","Kaia Tanskanen"
"tanskanen","kaia","w","FIN",2023-04-11,"2023 Senior European Championships","AAfinal","Antalya, Turkey","FX",10,5.1,7.4,NA,12.5,"tanskanen_kaia","Kaia Tanskanen"
"tanskanen","kaia","w","FIN",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","FX",20,5.1,7.6,NA,12.7,"tanskanen_kaia","Kaia Tanskanen"
"tanskanen","kaia","w","FIN",2023-04-11,"2023 Senior European Championships","AAfinal","Antalya, Turkey","UB",23,4.8,5.7,NA,10.5,"tanskanen_kaia","Kaia Tanskanen"
"tanskanen","kaia","w","FIN",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","UB",28,5.1,7.7,NA,12.8,"tanskanen_kaia","Kaia Tanskanen"
"tanskanen","kaia","w","FIN",2023-04-11,"2023 Senior European Championships","AAfinal","Antalya, Turkey","VT",14,4.4,8.8,NA,13.2,"tanskanen_kaia","Kaia Tanskanen"
"tanskanen","kaia","w","FIN",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","VT",44,4.4,8.633,NA,13.033,"tanskanen_kaia","Kaia Tanskanen"
"tanskanen","kaia","w","FIN",2023-03-01,"World Cup","final","Doha, Qatar","BB",8,5.2,6.4,NA,11.6,"tanskanen_kaia","Kaia Tanskanen"
"tanskanen","kaia","w","FIN",2023-03-01,"World Cup","qual","Doha, Qatar","BB",7,5.1,7.833,NA,12.933,"tanskanen_kaia","Kaia Tanskanen"
"tanskanen","kaia","w","FIN",2023-03-01,"World Cup","final","Doha, Qatar","UB",7,4.5,7,NA,11.5,"tanskanen_kaia","Kaia Tanskanen"
"tanskanen","kaia","w","FIN",2023-03-01,"World Cup","qual","Doha, Qatar","UB",8,4.7,7.7,NA,12.4,"tanskanen_kaia","Kaia Tanskanen"
"tantalidis","antonios","m","GRE",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","FX",112,5.6,6.566,0.3,11.866,"tantalidis_antonios","Antonios Tantalidis"
"tantalidis","antonios","m","GRE",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","HB",119,4.1,6.866,NA,10.966,"tantalidis_antonios","Antonios Tantalidis"
"tantalidis","antonios","m","GRE",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","PB",55,4,9.166,NA,13.166,"tantalidis_antonios","Antonios Tantalidis"
"tantalidis","antonios","m","GRE",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","PH",76,5.4,6.8,NA,12.2,"tantalidis_antonios","Antonios Tantalidis"
"tantalidis","antonios","m","GRE",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","SR",81,3.9,8.8,NA,12.7,"tantalidis_antonios","Antonios Tantalidis"
"tantalidis","antonios","m","GRE",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","VT",80,5.2,8.766,0.3,13.666,"tantalidis_antonios","Antonios Tantalidis"
"tantalidis","antonios","m","GRE",2023-04-27,"World Cup","qual","Cairo, Egypt","FX",30,5.6,7.333,0.4,12.533,"tantalidis_antonios","Antonios Tantalidis"
"tantalidis","antonios","m","GRE",2023-03-09,"World Cup","qual","Baku, Azerbaijan","PH",47,4.7,6.133,NA,10.833,"tantalidis_antonios","Antonios Tantalidis"
"tantalidis","antonios","m","GRE",2023-04-27,"World Cup","qual","Cairo, Egypt","PH",34,4.5,7,NA,11.5,"tantalidis_antonios","Antonios Tantalidis"
"tarca","nicholas","m","ROU",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","FX",108,5.2,6.933,0.1,12.033,"tarca_nicholas","Nicholas Tarca"
"tarca","nicholas","m","ROU",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","HB",56,4.5,8.166,NA,12.666,"tarca_nicholas","Nicholas Tarca"
"tarca","nicholas","m","ROU",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","PH",22,5.4,8.033,NA,13.433,"tarca_nicholas","Nicholas Tarca"
"tarca","nicholas","m","ROU",2023-03-09,"World Cup","qual","Baku, Azerbaijan","HB",22,4.8,8.066,NA,12.866,"tarca_nicholas","Nicholas Tarca"
"tarca","nicholas","m","ROU",2023-03-09,"World Cup","qual","Baku, Azerbaijan","PH",27,5.4,7.4,NA,12.8,"tarca_nicholas","Nicholas Tarca"
"tarhan","bilge","w","TUR",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","BB",104,4.5,5.1,NA,9.6,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","FX",111,4.7,5.033,NA,9.733,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","UB",77,4.9,6.2,NA,11.1,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","VT",40,4.2,8.666,NA,12.866,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2022-08-11,"2022 Senior European Championships","qual","Munich, Germany","VT",18,4,8.633,NA,12.633,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2023-08-01,"2023 FISH World University Games","AAfinal","Chengdu, China","BB",13,4.7,6.566,NA,11.266,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2023-08-01,"2023 FISH World University Games","AAfinal","Chengdu, China","FX",7,4.9,7.233,NA,12.133,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2023-08-01,"2023 FISH World University Games","AAfinal","Chengdu, China","UB",17,3.9,6.166,NA,10.066,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2023-08-01,"2023 FISH World University Games","AAfinal","Chengdu, China","VT",3,4.2,8.8,NA,13,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","BB",23,4.7,6.9,NA,11.6,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","FX",24,4.9,6.733,NA,11.633,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","UB",40,4.1,5.933,0.3,9.733,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","VT",17,4.2,8.766,NA,12.96,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2023-08-01,"2023 FISU World University Games","final","Chengdu, China","VT",4,4,8.7,NA,12.7,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2023-08-01,"2023 FISU World University Games","qual","Chengdu, China","VT",6,4,8.6,NA,12.6,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","BB",50,4.7,6.633,NA,11.333,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2023-04-11,"2023 Senior European Championships","qual","Antalya, Turkey","VT",60,4.2,8.6,NA,12.8,"tarhan_bilge","Bilge Tarhan"
"tarhan","bilge","w","TUR",2023-04-11,"2023 Senior European Championships","final","Antalya, Turkey","VT",5,4,8.633,NA,12.633,"tarhan_bilge","Bilge Tarhan"
